Time,Channel A
(s),(V)

0.00176000,1.21278300
0.00177000,1.21278300
0.00178000,1.21278300
0.00179000,1.21278300
0.00180000,1.21278300
0.00181000,1.21278300
0.00182000,1.21278300
0.00183000,1.21278300
0.00184000,1.21278300
0.00185000,1.21278300
0.00186000,1.21278300
0.00187000,1.21278300
0.00188000,1.23013000
0.00189000,1.21278300
0.00190000,1.21278300
0.00191000,1.21278300
0.00192000,1.21278300
0.00193000,1.21278300
0.00194000,1.21278300
0.00195000,1.21278300
0.00196000,1.21278300
0.00197000,1.21278300
0.00198000,1.21278300
0.00199000,1.21278300
0.00200000,1.21278300
0.00201000,1.21278300
0.00202000,1.21278300
0.00203000,1.21278300
0.00204000,1.21278300
0.00205000,1.21278300
0.00206000,1.21278300
0.00207000,1.21278300
0.00208000,1.21278300
0.00209000,1.21278300
0.00210000,1.21278300
0.00211000,1.21278300
0.00212000,1.21278300
0.00213000,1.21278300
0.00214000,1.21278300
0.00215000,1.21278300
0.00216000,1.21278300
0.00217000,1.21278300
0.00218000,1.21278300
0.00219000,1.21278300
0.00220000,1.21278300
0.00221000,1.21278300
0.00222000,1.21278300
0.00223000,1.21278300
0.00224000,1.21278300
0.00225000,1.21278300
0.00226000,1.21278300
0.00227000,1.21278300
0.00228000,1.21278300
0.00229000,1.21278300
0.00230000,1.21278300
0.00231000,1.21278300
0.00232000,1.21278300
0.00233000,1.21278300
0.00234000,1.21278300
0.00235000,1.21278300
0.00236000,1.21278300
0.00237000,1.21278300
0.00238000,1.21278300
0.00239000,1.21278300
0.00240000,1.21278300
0.00241000,1.23013000
0.00242000,1.21278300
0.00243000,1.21278300
0.00244000,1.21278300
0.00245000,1.21278300
0.00246000,1.21278300
0.00247000,1.21278300
0.00248000,0.00000000
0.00249000,1.21278300
0.00250000,1.21278300
0.00251000,1.21278300
0.00252000,1.21278300
0.00253000,1.21278300
0.00254000,1.21278300
0.00255000,1.21278300
0.00256000,1.21278300
0.00257000,1.21278300
0.00258000,1.21278300
0.00259000,1.21278300
0.00260000,1.21278300
0.00261000,1.21278300
0.00262000,1.21278300
0.00263000,1.21278300
0.00264000,1.21278300
0.00265000,1.21278300
0.00266000,1.21278300
0.00267000,1.21278300
0.00268000,1.21278300
0.00269000,1.21278300
0.00270000,1.21278300
0.00271000,1.21278300
0.00272000,1.21278300
0.00273000,1.21278300
0.00274000,1.21278300
0.00275000,1.21278300
0.00276000,1.21278300
0.00277000,1.21278300
0.00278000,1.21278300
0.00279000,1.21278300
0.00280000,1.21278300
0.00281000,1.21278300
0.00282000,1.21278300
0.00283000,1.21278300
0.00284000,1.21278300
0.00285000,1.21278300
0.00286000,1.21278300
0.00287000,1.21278300
0.00288000,1.21278300
0.00289000,1.21278300
0.00290000,1.21278300
0.00291000,1.21278300
0.00292000,1.21278300
0.00293000,1.23013000
0.00294000,1.21278300
0.00295000,1.21278300
0.00296000,1.21278300
0.00297000,1.21278300
0.00298000,1.21278300
0.00299000,1.21278300
0.00300000,1.21278300
0.00301000,1.21278300
0.00302000,1.21278300
0.00303000,1.21278300
0.00304000,1.21278300
0.00305000,1.21278300
0.00306000,1.21278300
0.00307000,1.21278300
0.00308000,1.21278300
0.00309000,1.21278300
0.00310000,1.21278300
0.00311000,1.21278300
0.00312000,1.21278300
0.00313000,1.21278300
0.00314000,1.21278300
0.00315000,1.21278300
0.00316000,1.21278300
0.00317000,1.21278300
0.00318000,1.21278300
0.00319000,1.21278300
0.00320000,1.21278300
0.00321000,1.21278300
0.00322000,1.21278300
0.00323000,1.21278300
0.00324000,1.21278300
0.00325000,1.21278300
0.00326000,1.21278300
0.00327000,1.21278300
0.00328000,1.21278300
0.00329000,1.21278300
0.00330000,1.21278300
0.00331000,1.21278300
0.00332000,1.21278300
0.00333000,1.21278300
0.00334000,1.21278300
0.00335000,1.21278300
0.00336000,1.21278300
0.00337000,1.21278300
0.00338000,1.21278300
0.00339000,1.21278300
0.00340000,1.21278300
0.00341000,1.21278300
0.00342000,1.21278300
0.00343000,1.21278300
0.00344000,1.21278300
0.00345000,1.21278300
0.00346000,1.21278300
0.00347000,1.21278300
0.00348000,1.21278300
0.00349000,1.21278300
0.00350000,0.00000000
0.00351000,1.21278300
0.00352000,1.21278300
0.00353000,1.21278300
0.00354000,1.21278300
0.00355000,1.21278300
0.00356000,1.21278300
0.00357000,1.21278300
0.00358000,1.21278300
0.00359000,1.21278300
0.00360000,1.21278300
0.00361000,1.21278300
0.00362000,1.21278300
0.00363000,1.21278300
0.00364000,1.21278300
0.00365000,1.21278300
0.00366000,1.21278300
0.00367000,1.21278300
0.00368000,1.21278300
0.00369000,1.21278300
0.00370000,1.21278300
0.00371000,1.21278300
0.00372000,1.23013000
0.00373000,1.21278300
0.00374000,1.21278300
0.00375000,1.21278300
0.00376000,1.21278300
0.00377000,1.21278300
0.00378000,1.21278300
0.00379000,1.21278300
0.00380000,1.21278300
0.00381000,1.21278300
0.00382000,1.21278300
0.00383000,1.21278300
0.00384000,1.21278300
0.00385000,1.21278300
0.00386000,1.21278300
0.00387000,1.21278300
0.00388000,1.21278300
0.00389000,1.21278300
0.00390000,1.21278300
0.00391000,1.21278300
0.00392000,1.21278300
0.00393000,1.21278300
0.00394000,1.21278300
0.00395000,1.21278300
0.00396000,1.21278300
0.00397000,1.21278300
0.00398000,1.21278300
0.00399000,1.21278300
0.00400000,1.21278300
0.00401000,1.21278300
0.00402000,1.21278300
0.00403000,1.21278300
0.00404000,1.21278300
0.00405000,1.21278300
0.00406000,1.21278300
0.00407000,1.21278300
0.00408000,1.21278300
0.00409000,1.21278300
0.00410000,1.21278300
0.00411000,1.21278300
0.00412000,1.21278300
0.00413000,1.21278300
0.00414000,1.21278300
0.00415000,1.21278300
0.00416000,1.21278300
0.00417000,1.21278300
0.00418000,1.21278300
0.00419000,1.21278300
0.00420000,1.21278300
0.00421000,1.21278300
0.00422000,1.21278300
0.00423000,1.21278300
0.00424000,1.21278300
0.00425000,1.21278300
0.00426000,1.21278300
0.00427000,1.21278300
0.00428000,1.21278300
0.00429000,1.21278300
0.00430000,1.21278300
0.00431000,1.21278300
0.00432000,1.21278300
0.00433000,1.21278300
0.00434000,1.21278300
0.00435000,1.21278300
0.00436000,1.21278300
0.00437000,1.21278300
0.00438000,1.21278300
0.00439000,1.21278300
0.00440000,1.21278300
0.00441000,1.21278300
0.00442000,1.21278300
0.00443000,1.21278300
0.00444000,1.21278300
0.00445000,1.21278300
0.00446000,1.21278300
0.00447000,1.21278300
0.00448000,1.21278300
0.00449000,1.21278300
0.00450000,1.21278300
0.00451000,1.21278300
0.00452000,1.21278300
0.00453000,1.23013000
0.00454000,1.21278300
0.00455000,1.21278300
0.00456000,1.21278300
0.00457000,1.21278300
0.00458000,1.21278300
0.00459000,1.21278300
0.00460000,1.21278300
0.00461000,1.23013000
0.00462000,1.21278300
0.00463000,1.21278300
0.00464000,1.21278300
0.00465000,1.21278300
0.00466000,1.21278300
0.00467000,1.21278300
0.00468000,1.21278300
0.00469000,1.21278300
0.00470000,1.21278300
0.00471000,1.21278300
0.00472000,1.21278300
0.00473000,1.21278300
0.00474000,1.21278300
0.00475000,1.21278300
0.00476000,1.21278300
0.00477000,1.21278300
0.00478000,1.21278300
0.00479000,1.21278300
0.00480000,1.21278300
0.00481000,1.21278300
0.00482000,1.21278300
0.00483000,1.21278300
0.00484000,1.21278300
0.00485000,1.21278300
0.00486000,1.21278300
0.00487000,1.21278300
0.00488000,1.21278300
0.00489000,1.21278300
0.00490000,1.21278300
0.00491000,1.21278300
0.00492000,1.21278300
0.00493000,1.21278300
0.00494000,1.21278300
0.00495000,1.21278300
0.00496000,1.21278300
0.00497000,1.21278300
0.00498000,1.21278300
0.00499000,1.21278300
0.00500000,1.21278300
0.00501000,1.21278300
0.00502000,1.21278300
0.00503000,1.21278300
0.00504000,1.21278300
0.00505000,1.21278300
0.00506000,1.21278300
0.00507000,1.21278300
0.00508000,1.21278300
0.00509000,1.21278300
0.00510000,1.21278300
0.00511000,1.21278300
0.00512000,1.21278300
0.00513000,1.21278300
0.00514000,1.21278300
0.00515000,1.21278300
0.00516000,1.21278300
0.00517000,1.21278300
0.00518000,1.21278300
0.00519000,1.21278300
0.00520000,1.21278300
0.00521000,1.21278300
0.00522000,1.21278300
0.00523000,1.21278300
0.00524000,1.21278300
0.00525000,1.21278300
0.00526000,1.21278300
0.00527000,1.21278300
0.00528000,1.21278300
0.00529000,1.21278300
0.00530000,1.21278300
0.00531000,1.21278300
0.00532000,1.21278300
0.00533000,1.21278300
0.00534000,1.21278300
0.00535000,1.21278300
0.00536000,1.21278300
0.00537000,1.21278300
0.00538000,1.21278300
0.00539000,1.21278300
0.00540000,1.21278300
0.00541000,1.23013000
0.00542000,1.21278300
0.00543000,1.21278300
0.00544000,1.21278300
0.00545000,1.23013000
0.00546000,1.21278300
0.00547000,1.21278300
0.00548000,1.21278300
0.00549000,1.21278300
0.00550000,1.21278300
0.00551000,1.21278300
0.00552000,1.21278300
0.00553000,1.21278300
0.00554000,1.21278300
0.00555000,-0.01728592
0.00556000,1.21278300
0.00557000,1.21278300
0.00558000,1.21278300
0.00559000,1.21278300
0.00560000,1.21278300
0.00561000,1.21278300
0.00562000,1.21278300
0.00563000,1.21278300
0.00564000,1.21278300
0.00565000,1.21278300
0.00566000,1.21278300
0.00567000,1.21278300
0.00568000,1.21278300
0.00569000,1.21278300
0.00570000,1.21278300
0.00571000,1.21278300
0.00572000,1.21278300
0.00573000,1.21278300
0.00574000,1.21278300
0.00575000,1.21278300
0.00576000,1.21278300
0.00577000,1.21278300
0.00578000,1.21278300
0.00579000,1.21278300
0.00580000,1.21278300
0.00581000,1.21278300
0.00582000,1.21278300
0.00583000,1.21278300
0.00584000,1.21278300
0.00585000,1.21278300
0.00586000,1.21278300
0.00587000,1.21278300
0.00588000,1.21278300
0.00589000,1.21278300
0.00590000,1.21278300
0.00591000,1.21278300
0.00592000,1.21278300
0.00593000,1.21278300
0.00594000,1.21278300
0.00595000,1.21278300
0.00596000,1.21278300
0.00597000,1.21278300
0.00598000,1.21278300
0.00599000,1.21278300
0.00600000,1.21278300
0.00601000,1.21278300
0.00602000,1.21278300
0.00603000,1.21278300
0.00604000,1.21278300
0.00605000,1.21278300
0.00606000,1.21278300
0.00607000,1.21278300
0.00608000,1.21278300
0.00609000,1.21278300
0.00610000,1.21278300
0.00611000,1.21278300
0.00612000,1.21278300
0.00613000,1.21278300
0.00614000,1.21278300
0.00615000,1.21278300
0.00616000,1.21278300
0.00617000,1.21278300
0.00618000,1.21278300
0.00619000,1.21278300
0.00620000,1.21278300
0.00621000,1.21278300
0.00622000,1.21278300
0.00623000,1.21278300
0.00624000,1.21278300
0.00625000,1.21278300
0.00626000,1.21278300
0.00627000,1.21278300
0.00628000,1.21278300
0.00629000,1.21278300
0.00630000,1.21278300
0.00631000,1.21278300
0.00632000,1.21278300
0.00633000,1.21278300
0.00634000,1.21278300
0.00635000,1.21278300
0.00636000,1.21278300
0.00637000,1.21278300
0.00638000,1.21278300
0.00639000,1.21278300
0.00640000,1.21278300
0.00641000,1.21278300
0.00642000,1.21278300
0.00643000,1.21278300
0.00644000,1.21278300
0.00645000,1.21278300
0.00646000,1.21278300
0.00647000,1.21278300
0.00648000,1.21278300
0.00649000,1.21278300
0.00650000,1.21278300
0.00651000,1.21278300
0.00652000,1.21278300
0.00653000,1.21278300
0.00654000,1.21278300
0.00655000,1.21278300
0.00656000,1.21278300
0.00657000,1.21278300
0.00658000,1.21278300
0.00659000,1.21278300
0.00660000,1.21278300
0.00661000,1.21278300
0.00662000,1.23013000
0.00663000,1.21278300
0.00664000,1.21278300
0.00665000,1.21278300
0.00666000,1.21278300
0.00667000,1.21278300
0.00668000,1.21278300
0.00669000,1.21278300
0.00670000,1.21278300
0.00671000,1.21278300
0.00672000,1.21278300
0.00673000,1.21278300
0.00674000,1.21278300
0.00675000,1.21278300
0.00676000,1.21278300
0.00677000,1.21278300
0.00678000,1.21278300
0.00679000,1.21278300
0.00680000,1.21278300
0.00681000,1.21278300
0.00682000,1.21278300
0.00683000,1.21278300
0.00684000,1.21278300
0.00685000,1.21278300
0.00686000,1.21278300
0.00687000,1.21278300
0.00688000,1.21278300
0.00689000,1.21278300
0.00690000,1.21278300
0.00691000,1.21278300
0.00692000,1.21278300
0.00693000,1.21278300
0.00694000,1.21278300
0.00695000,1.23013000
0.00696000,1.21278300
0.00697000,1.21278300
0.00698000,1.21278300
0.00699000,1.21278300
0.00700000,1.21278300
0.00701000,1.21278300
0.00702000,1.21278300
0.00703000,1.21278300
0.00704000,1.21278300
0.00705000,1.21278300
0.00706000,1.21278300
0.00707000,1.21278300
0.00708000,1.23013000
0.00709000,1.21278300
0.00710000,1.21278300
0.00711000,1.21278300
0.00712000,1.21278300
0.00713000,1.21278300
0.00714000,1.21278300
0.00715000,1.21278300
0.00716000,1.21278300
0.00717000,1.21278300
0.00718000,1.21278300
0.00719000,1.21278300
0.00720000,1.21278300
0.00721000,1.21278300
0.00722000,1.21278300
0.00723000,1.21278300
0.00724000,1.21278300
0.00725000,1.21278300
0.00726000,1.21278300
0.00727000,1.21278300
0.00728000,1.21278300
0.00729000,1.21278300
0.00730000,1.21278300
0.00731000,1.21278300
0.00732000,1.21278300
0.00733000,1.21278300
0.00734000,1.21278300
0.00735000,1.21278300
0.00736000,1.21278300
0.00737000,1.21278300
0.00738000,1.21278300
0.00739000,1.21278300
0.00740000,1.21278300
0.00741000,1.21278300
0.00742000,1.21278300
0.00743000,1.21278300
0.00744000,1.21278300
0.00745000,1.21278300
0.00746000,1.21278300
0.00747000,1.21278300
0.00748000,1.21278300
0.00749000,1.21278300
0.00750000,1.21278300
0.00751000,1.21278300
0.00752000,1.21278300
0.00753000,1.21278300
0.00754000,1.21278300
0.00755000,1.21278300
0.00756000,1.21278300
0.00757000,1.21278300
0.00758000,1.21278300
0.00759000,1.23013000
0.00760000,-0.03463336
0.00761000,1.21278300
0.00762000,1.21278300
0.00763000,1.21278300
0.00764000,1.21278300
0.00765000,1.21278300
0.00766000,1.21278300
0.00767000,1.21278300
0.00768000,1.21278300
0.00769000,1.21278300
0.00770000,1.21278300
0.00771000,1.21278300
0.00772000,1.21278300
0.00773000,1.21278300
0.00774000,1.21278300
0.00775000,1.21278300
0.00776000,1.21278300
0.00777000,1.21278300
0.00778000,1.21278300
0.00779000,1.21278300
0.00780000,1.21278300
0.00781000,1.21278300
0.00782000,1.21278300
0.00783000,1.21278300
0.00784000,1.21278300
0.00785000,1.21278300
0.00786000,1.21278300
0.00787000,1.23013000
0.00788000,1.21278300
0.00789000,1.21278300
0.00790000,1.21278300
0.00791000,1.21278300
0.00792000,1.21278300
0.00793000,1.21278300
0.00794000,1.21278300
0.00795000,1.21278300
0.00796000,1.21278300
0.00797000,1.21278300
0.00798000,1.21278300
0.00799000,1.21278300
0.00800000,1.21278300
0.00801000,1.21278300
0.00802000,1.21278300
0.00803000,1.21278300
0.00804000,1.21278300
0.00805000,1.21278300
0.00806000,1.21278300
0.00807000,1.21278300
0.00808000,1.21278300
0.00809000,1.21278300
0.00810000,1.21278300
0.00811000,1.21278300
0.00812000,1.21278300
0.00813000,1.21278300
0.00814000,1.21278300
0.00815000,1.21278300
0.00816000,1.21278300
0.00817000,1.21278300
0.00818000,1.21278300
0.00819000,1.21278300
0.00820000,1.21278300
0.00821000,1.21278300
0.00822000,1.21278300
0.00823000,1.21278300
0.00824000,1.21278300
0.00825000,1.21278300
0.00826000,1.21278300
0.00827000,1.21278300
0.00828000,1.21278300
0.00829000,1.21278300
0.00830000,1.21278300
0.00831000,1.21278300
0.00832000,1.21278300
0.00833000,1.21278300
0.00834000,1.21278300
0.00835000,1.21278300
0.00836000,1.21278300
0.00837000,1.21278300
0.00838000,1.21278300
0.00839000,1.21278300
0.00840000,1.21278300
0.00841000,1.21278300
0.00842000,1.21278300
0.00843000,1.21278300
0.00844000,1.21278300
0.00845000,1.21278300
0.00846000,1.21278300
0.00847000,1.21278300
0.00848000,1.21278300
0.00849000,1.21278300
0.00850000,1.21278300
0.00851000,1.21278300
0.00852000,1.21278300
0.00853000,1.21278300
0.00854000,1.21278300
0.00855000,1.21278300
0.00856000,1.21278300
0.00857000,1.21278300
0.00858000,1.21278300
0.00859000,1.21278300
0.00860000,1.21278300
0.00861000,1.21278300
0.00862000,1.21278300
0.00863000,1.21278300
0.00864000,1.21278300
0.00865000,1.21278300
0.00866000,1.21278300
0.00867000,1.21278300
0.00868000,1.21278300
0.00869000,1.21278300
0.00870000,1.21278300
0.00871000,1.21278300
0.00872000,1.21278300
0.00873000,1.21278300
0.00874000,1.21278300
0.00875000,1.21278300
0.00876000,1.21278300
0.00877000,1.21278300
0.00878000,1.21278300
0.00879000,1.21278300
0.00880000,1.21278300
0.00881000,1.21278300
0.00882000,1.21278300
0.00883000,1.21278300
0.00884000,1.21278300
0.00885000,1.21278300
0.00886000,1.21278300
0.00887000,1.21278300
0.00888000,1.21278300
0.00889000,1.21278300
0.00890000,1.21278300
0.00891000,1.21278300
0.00892000,1.21278300
0.00893000,1.21278300
0.00894000,1.21278300
0.00895000,1.21278300
0.00896000,1.21278300
0.00897000,1.21278300
0.00898000,1.21278300
0.00899000,1.21278300
0.00900000,1.21278300
0.00901000,1.21278300
0.00902000,1.21278300
0.00903000,1.21278300
0.00904000,1.21278300
0.00905000,1.21278300
0.00906000,1.21278300
0.00907000,1.21278300
0.00908000,1.21278300
0.00909000,1.21278300
0.00910000,1.21278300
0.00911000,1.21278300
0.00912000,1.21278300
0.00913000,1.21278300
0.00914000,1.21278300
0.00915000,1.21278300
0.00916000,1.21278300
0.00917000,1.21278300
0.00918000,1.21278300
0.00919000,1.21278300
0.00920000,1.21278300
0.00921000,1.21278300
0.00922000,1.21278300
0.00923000,1.21278300
0.00924000,1.21278300
0.00925000,1.21278300
0.00926000,1.21278300
0.00927000,1.21278300
0.00928000,1.21278300
0.00929000,1.21278300
0.00930000,1.21278300
0.00931000,1.21278300
0.00932000,1.21278300
0.00933000,1.21278300
0.00934000,1.21278300
0.00935000,1.21278300
0.00936000,1.21278300
0.00937000,1.21278300
0.00938000,1.21278300
0.00939000,1.21278300
0.00940000,1.21278300
0.00941000,1.21278300
0.00942000,1.21278300
0.00943000,1.21278300
0.00944000,1.21278300
0.00945000,1.21278300
0.00946000,1.21278300
0.00947000,1.21278300
0.00948000,1.21278300
0.00949000,1.21278300
0.00950000,1.21278300
0.00951000,1.21278300
0.00952000,1.21278300
0.00953000,1.21278300
0.00954000,1.21278300
0.00955000,1.21278300
0.00956000,1.21278300
0.00957000,1.21278300
0.00958000,1.21278300
0.00959000,1.21278300
0.00960000,1.21278300
0.00961000,1.21278300
0.00962000,1.21278300
0.00963000,1.21278300
0.00964000,1.21278300
0.00965000,1.21278300
0.00966000,1.21278300
0.00967000,1.21278300
0.00968000,1.21278300
0.00969000,1.21278300
0.00970000,1.21278300
0.00971000,1.21278300
0.00972000,1.21278300
0.00973000,1.21278300
0.00974000,1.21278300
0.00975000,1.21278300
0.00976000,1.21278300
0.00977000,1.21278300
0.00978000,1.21278300
0.00979000,1.21278300
0.00980000,1.21278300
0.00981000,1.21278300
0.00982000,1.21278300
0.00983000,1.21278300
0.00984000,1.21278300
0.00985000,1.21278300
0.00986000,1.21278300
0.00987000,1.21278300
0.00988000,1.21278300
0.00989000,1.21278300
0.00990000,1.21278300
0.00991000,1.21278300
0.00992000,1.21278300
0.00993000,1.21278300
0.00994000,1.21278300
0.00995000,1.21278300
0.00996000,1.21278300
0.00997000,1.21278300
0.00998000,1.21278300
0.00999000,1.21278300
0.01000000,1.21278300
0.01001000,1.21278300
0.01002000,1.21278300
0.01003000,1.21278300
0.01004000,1.21278300
0.01005000,1.21278300
0.01006000,1.21278300
0.01007000,1.21278300
0.01008000,1.21278300
0.01009000,1.21278300
0.01010000,1.21278300
0.01011000,1.23013000
0.01012000,1.21278300
0.01013000,1.21278300
0.01014000,1.21278300
0.01015000,1.21278300
0.01016000,1.21278300
0.01017000,1.21278300
0.01018000,1.21278300
0.01019000,1.21278300
0.01020000,1.21278300
0.01021000,1.21278300
0.01022000,1.21278300
0.01023000,1.21278300
0.01024000,1.21278300
0.01025000,1.21278300
0.01026000,1.21278300
0.01027000,1.21278300
0.01028000,1.21278300
0.01029000,1.21278300
0.01030000,1.21278300
0.01031000,1.21278300
0.01032000,1.21278300
0.01033000,1.21278300
0.01034000,1.21278300
0.01035000,1.21278300
0.01036000,1.21278300
0.01037000,1.21278300
0.01038000,1.21278300
0.01039000,1.21278300
0.01040000,1.21278300
0.01041000,1.21278300
0.01042000,1.21278300
0.01043000,1.21278300
0.01044000,1.21278300
0.01045000,1.21278300
0.01046000,1.21278300
0.01047000,1.21278300
0.01048000,1.21278300
0.01049000,1.21278300
0.01050000,1.21278300
0.01051000,1.21278300
0.01052000,1.21278300
0.01053000,1.21278300
0.01054000,1.21278300
0.01055000,1.21278300
0.01056000,1.21278300
0.01057000,1.21278300
0.01058000,1.21278300
0.01059000,1.21278300
0.01060000,1.21278300
0.01061000,1.21278300
0.01062000,1.21278300
0.01063000,1.21278300
0.01064000,1.21278300
0.01065000,1.21278300
0.01066000,1.21278300
0.01067000,1.21278300
0.01068000,1.21278300
0.01069000,1.21278300
0.01070000,1.21278300
0.01071000,1.21278300
0.01072000,1.21278300
0.01073000,1.21278300
0.01074000,1.21278300
0.01075000,1.21278300
0.01076000,1.21278300
0.01077000,1.21278300
0.01078000,1.21278300
0.01079000,1.21278300
0.01080000,1.21278300
0.01081000,1.21278300
0.01082000,1.21278300
0.01083000,1.21278300
0.01084000,1.23013000
0.01085000,1.21278300
0.01086000,1.21278300
0.01087000,1.21278300
0.01088000,1.21278300
0.01089000,1.21278300
0.01090000,1.21278300
0.01091000,1.21278300
0.01092000,1.21278300
0.01093000,1.21278300
0.01094000,1.21278300
0.01095000,1.21278300
0.01096000,1.21278300
0.01097000,1.21278300
0.01098000,1.21278300
0.01099000,1.21278300
0.01100000,1.21278300
0.01101000,1.21278300
0.01102000,1.21278300
0.01103000,1.21278300
0.01104000,1.21278300
0.01105000,1.21278300
0.01106000,1.21278300
0.01107000,1.21278300
0.01108000,1.21278300
0.01109000,1.21278300
0.01110000,1.23013000
0.01111000,1.21278300
0.01112000,1.21278300
0.01113000,1.21278300
0.01114000,1.21278300
0.01115000,1.21278300
0.01116000,1.21278300
0.01117000,1.21278300
0.01118000,1.21278300
0.01119000,1.21278300
0.01120000,1.21278300
0.01121000,1.21278300
0.01122000,1.21278300
0.01123000,1.21278300
0.01124000,1.21278300
0.01125000,1.21278300
0.01126000,1.21278300
0.01127000,1.21278300
0.01128000,1.21278300
0.01129000,1.21278300
0.01130000,1.21278300
0.01131000,1.21278300
0.01132000,1.21278300
0.01133000,1.21278300
0.01134000,1.21278300
0.01135000,1.21278300
0.01136000,1.21278300
0.01137000,1.21278300
0.01138000,1.21278300
0.01139000,1.21278300
0.01140000,1.21278300
0.01141000,1.21278300
0.01142000,1.21278300
0.01143000,1.21278300
0.01144000,1.21278300
0.01145000,1.21278300
0.01146000,1.21278300
0.01147000,1.21278300
0.01148000,1.21278300
0.01149000,1.21278300
0.01150000,1.21278300
0.01151000,1.21278300
0.01152000,1.21278300
0.01153000,1.21278300
0.01154000,1.21278300
0.01155000,1.21278300
0.01156000,1.21278300
0.01157000,1.21278300
0.01158000,1.21278300
0.01159000,1.21278300
0.01160000,1.21278300
0.01161000,1.21278300
0.01162000,1.21278300
